texto;sentimento
missão concluída com sucesso, tô felixxxxxx :))))))))));Positivo
Me siento como Neymar :);Positivo
Fingire que no vi nada :D #VMAs https://t.co/9SSdpCbj6p;Positivo
vácuo broxa amizade também :);Positivo
to pensando aq, agr em 2018 meu falecido irmão faria 19 anos.. scr q ele descanse em paz :);Positivo
@zShaders Eu Gostei :D;Positivo
@avadaju @parkjimhy Eu sei que não é Namjoon, porém me recuso a cantar certo :);Positivo
boa noite — boa noite minha querida :) https://t.co/cn1JYMznCH;Positivo
MEU NOVO CONTEUDO VAI SER MUITO COPIA DO @Waikinh0 e outros youtubers ;-; VOU COMEÇAR A POSTAR NO CANAL : •REVIEWS E VÍDEOS SOBRE JOGOS •ENIGMAS :) •VIDEOS DE DESENHA E FALA • POLEMICAS MEUW •E a maior diferença e que os videos de animação vao diminuir :);Positivo
Um rabo destes e seria a gaja mais feliz de sempre :) https://t.co/X5Ine7I4xn;Positivo
Pra todo mundo que palpitou nas séries ontem: vi um pouco de Brooklyn 99, tô vendo Dark e daqui a pouco Santa Clarita. Oremos :p;Positivo
Nem parece q fui parar no hospital p remover o pedaço de concha q entrou no meu pé por causa desse tombo :) https://t.co/FQYhUAbrNq;Positivo
@samlarced Kkkkkkkkkkk convencida, porém perdoa meu vacilo e não desiste de mim :);Positivo
@Carlos90909090 E tem outra, jamais outro time será campeão Invicto do Brasileiro, então temos orgulho sim :);Positivo
@n_ztt @julimandelli beleza, fico no aguardo :);Positivo
@nathquadross_ mew eh o próprio cc tlgd td dia ou acada 12h tem :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Iria pedir para ser bem sucedido, para nunca perder meus pais e pediria mais 3 pedidos... :D https://t.co/ZhA2uEpkDu;Positivo
Você é realmente linda — Brigada :)) sz https://t.co/rRi0khRxmo;Positivo
não me ignorem :) https://t.co/CvELh2hXCT;Positivo
@swilormio aaah que pena, eu acho super bonitinho vai lançar um novo pro switch em q tu pode ter eevee ou pikachu como iniciais, porém eu só choro n tenho switch :));Positivo
Que vontade de comprar tudo que via pela frente. O Paraguai é uma tentação, pena que a cota para fazer comprar é baixa :) — in Paraguai https://t.co/05gyo6Nxdy;Positivo
vc vai conseguir tudo o que quiser :) — tomara!!! espero que você consiga tudo o que você tanto sonha. &lt;3 https://t.co/ye0FUiqna3;Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Saúde, felicidade, estabilidade :) https://t.co/G6NLM8aeV2;Positivo
@m_artte @chloemoretzbr Eu tenho o filme baixado :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — 1- que o caon saia do bronze 2- entender que pessoas se limitam 3- patrocínio :) https://t.co/l4jpcGTvzF;Positivo
@SHOSEOKGIRL Ahhh okk!! Estarei esperando :) Você escreve muito bem!! ??????????;Positivo
Aqui ficam os belos momentos passados em Serafão com um publico maravilhoso :) Obrigada :);Positivo
@XisKR La eles podem responder muitas coisas :);Positivo
Tipo esses dias q descobri que meu pai eh advogado :) eu não fazia i d e i a;Positivo
Como é bom ver esses tweets de casal e não ficar só na vontade :p;Positivo
@Vihx Boa noite! Tudo bem? Opa, ajudo sim! Me explica certinho o que posso fazer por você na DM? Te espero lá! :) https://t.co/5yUsfK64x1;Positivo
Nas últimas 48h só não percorri Portugal de Norte a Sul por 16km :);Positivo
Deixei eles lá,estão melhor sem mim :);Positivo
@Gabrielmelo0304 mentira KKKKKKKKKK você que é rico me dá um all star de presente :);Positivo
Achei um site com alguns synth vst foda pra porra, vou baixar o site todo :);Positivo
@cokeandchips @nanoquete @9vinha71 Diversao e absurdo puros! A terceira temporada tá em andamento : );Positivo
@jurandirfilho #rapaduracast 189 - Trinca: Toy Story. Eu já tinha ouvido falar a respeito de podcasts, mas foi esse que me fez embarcar na mídia. Continua como uma das minhas edições favoritas :);Positivo
@Malenaratner Que bonito :);Positivo
A escória dos habilitados é aquele que fica na faixa da esquerda e não anda nem sai da frente, e quando vc finalmente vai ultrapassar ele decide acelerar e não deixa vc ultrapassar :) PAU NO SEU CU;Positivo
@IzaReal @SandyLeah nem lançou mais já está na minha playlist :)));Positivo
No entanto, matou-me não sei quantas vezes :);Positivo
Hoje é meu aniversário :) Tô ficando velho;Positivo
Toda vez que eu perder o sono vou estudar administrativo. Assim meu tempo será produtivo :);Positivo
treinei mais um pouco pra poder fazer um desenho melhor do que eu fiz antes :) comecei pela melhor waifu, a Carla @ykuuro https://t.co/7RATGuEeSx;Positivo
@Lvictorjoao obrigada! :);Positivo
Conclusão desta minha aventura, acordei a casa toda o bicho escondeu-se e eu vim dormir para a sala :);Positivo
@junhoprs @raphaeldraccon Tem camisa nossa na @nerduniversesh :);Positivo
@MusicaPlayTV Linkin Park seguido de BTS seguido de Simple Plan seguido de Taeyang, o que mais podia querer hoje no Eu Q Mando!!?? E atenderam o pedido de alguém que sigo *o*, que sinal só reclama, mesmo já tendo conhecido os ídolos, quem sabe com pedido ;Positivo
@DiegoC08 Chama a gente na DM que podemos te passar algumas dicas :);Positivo
@erlaanne Acenderam um cigarrinho ARTESANAL e foi aquele fumacê no meio da arquiba, bicho Pra lascar tudo o gasoseiro deve ter fumado TRÊS CARTEIRAS durante todo o jogo... e eu estava ESTRATEGICAMENTE posicionado na frente dele para melhor adquirir o áico;Positivo
@VaxxcoMah Pensa em uma pessoa pra lá de especial, essa pessoa é vc :) Mari, eu amo muito o seu jeitinho e espero q você nao perca essa essência maravilhosa que ta ai no seu core, te amoooo??;Positivo
Eu juro que me parto a rir com estas gajas de hoje em dia :));Positivo
a falta de sono já me está a atrofiar mas msm assim n consigo dormir yey :)));Positivo
Simpatia e boa rapariga. :D https://t.co/U8AA0dxS4g;Positivo
@cremildatwit @JoannaAzevedo Obrigado, bjs :);Positivo
@laramacena e so pra avisar vou voltar a usar as carinhas :D;Positivo
@xthunderfuck Que elas foram bem pelo menos :D;Positivo
Estou um pouco assustada com isto :)) https://t.co/SJ1Hfe2Uuk;Positivo
parece ser db queria ser proxima :);Positivo
Enquanto não me passa a crise existencial :)) https://t.co/5qINE10yYv;Positivo
o que vc faz pra uma prova? estuda - :C ( ) passa correntes para tirar nota - :D ( ) amo meu colégio n tem como kkkkkkk;Positivo
@luanapinheirot Cv cmg? Eu sei :);Positivo
ganhei um pacote de M&amp;M hj :);Positivo
@Madamenaosei Combinado, vc pode colocar nome em todas os animais do sítio :);Positivo
então para os meus anos eu quero dois livros :))))) why am i like this;Positivo
por mais pessoas no mundo que escutem seus áudios de 4 minutos :)??;Positivo
Brincando de edição :) em São Paulo, Brazil https://t.co/Kjgq3JZRqp;Positivo
@munesgallery Não estou a socializar, estou no Algarve com o meu pai e a infeliz da minha madrasta :);Positivo
VAI TOMAR NO CU :);Positivo
Vou tomar um banho, fazer um cházinho e começar a ler :);Positivo
@ketory Tou indo aí fazer uma visita :-);Positivo
Primeira aula do bacharel e entendi a matéria, estou com quem se formou comigo e minha orientadora passou pela gente enquanto falávamos dela. Acho que vai ficar tudo bem :);Positivo
@Emanuelsantin Nunca vai desistir da guria da infância :)));Positivo
@SmartFitoficial Querendo me matricular no plano black, mas já em Outubro pagar a manutenção anual fica ruim... Libera um cupom de desconto pra eu não dar mais desculpa por não ir na academia? :D;Positivo
@njhchasm fiz já :)));Positivo
Vcs tem a máscara Bear do chanyeol e do Taehyung? Se sim quanto custa? — Se for a que eu tô pensando tem sim :) manda uma foto na dm se for mesmo comprar ?? é 12,00 + frete https://t.co/3urHuINyw5;Positivo
@andr3yume :) obg andre obg;Positivo
me encontrando aos poucos :);Positivo
@eduardo01655222 n foi com 1 golo, foi de penalti, é diferente :);Positivo
UTILIDADE PÚBLICA!! quando vocês estiverem em um grupo/rodinha de pessoas, procurem não deixar ninguém de fora, incluam a pessoa na conversa, façam perguntas a ela, se mostrem interessados no que ela responde/comenta faz uma puta diferença e pode melhorar o dia de alguém :));Positivo
consegui cidadania alemã :);Positivo
apareci em uma :)))) https://t.co/uOZxAjiwm1;Positivo
Ponto d situação: deixei a obsessão por material escolar, passei a ser obcecada por decoração :)))));Positivo
Corta curto dnv Lu! Vai ficar ainda mais linda — :)) achoo que vou cortar simm, mucho obrigada https://t.co/2EtbM4DOvr;Positivo
eu fico toda boba qnd meus amgs fazem isso cmg :))) https://t.co/wY9y4M5AXH;Positivo
@juuzinhaa0 Gl hf como se costuma dizer :D Mas de certeza que não sabes ;);Positivo
a partir de hoje eu vou voltar a estudar bastante e voltar a viver no abismo que sempre vivi :);Positivo
eca bolsonaro — tua opinião ne kkk :) https://t.co/x9oOScPWpd;Positivo
ocupem-me :) https://t.co/yGaXKjUI5m;Positivo
Fomos citados e indicados no vídeo de hoje do canal @JiraiyaPlays ! Valeu pela força Jiraiya! Ficamos muito felizes com a indicação. E parabéns pelo trabalho que faz :D https://t.co/E3Or0Nefs9;Positivo
@dldac_ acho q é um fetiche :);Positivo
minha cv com a julia resumindo é baseada em eu me desabafando com ela e vice versa ou então a gente fica pedindo desculpas um para o outro :);Positivo
Uma visão de um otimista , um Cândido? Vindo de um engenheiro, realistas , é comovente. E Desde quando arquitetos se tornaram patifes financeiros antes deles? Ah! décadas atrás. Mas isso é projeto,é vida! :) https://t.co/EBkX8Qm7s7;Positivo
com aquela foto apercebi-me que eu realmente sou um pouco ciumenta :));Positivo
Tenho que me adaptar com esse novo teclado :))));Positivo
@ForeverPray13 @ForeverPreyFC @RedstoneGangAna @ForeverPreyGami @Forevitao "vem garotinho" Kkkkkk Ainda n vi o vídeo :p;Positivo
@Lauraauraaura @_rafaelafrazao Já sbs cm é q eu sou :);Positivo
Uso Livre :) !;Positivo
@karen_alvares @capirojesca @_michellebruna @monique_m666 @esquizofreniia Oi Karen, tudo bom? :) Tenho um livro de publicação independente na Amazon, onde por meio da autoficção conto minha experiencia com bullying e depressão nos tempos da escola (https:;Positivo
perfil larry combinando com a lu :))@whypetalsfall;Positivo
Continuem :) https://t.co/tPok6S0rnX;Positivo
@MatheusOtten1 @jp_cervo Exato, mas agora eu faço parte dele pq eu não te aguento :))??;Positivo
Um desenho rápido para comemorar os 3k de seguidores do @_Bananaum yay :p https://t.co/JPxLSLC47W;Positivo
@eduardddu não vc não lembra :D;Positivo
Ain meu aniversário adiantado foi tão legalzinho. Fiquei bem feliz :)));Positivo
Você sabe qual é a audiência mundial do Tour de France? Prepare-se para tomar um susto! :) https://t.co/qDMM9qYi54;Positivo
Montar roteiros de teatro se tornou meu novo hobbie favorito. :);Positivo
Amanhã queria acordar com um texto fofinho para começar bem o dia :));Positivo
Só de boas assistindo Um maluco no pedaço .. :);Positivo
meu erro é confiar dms. mas eu mtn meu coração puro. apesar de toda a maldade. meu karma me recompensa com muita luz. :);Positivo
@correa5603 Senão soubesses apanhavas :);Positivo
Se Este Post Chega ao Limite , Posto um Video Falando Oque Acho De Todo Mundo :) #Homenagem GOGO..;Positivo
@driigo eita. :P;Positivo
@vivi_scans As primeiras cidadãs forem prejudicadas pela enxurrada de gente que seguiu no primeiro dia. Mais de 1000 :);Positivo
@XisKR Cara, to na China. Sugiro vc mandar um email explicando o q ta fazendo e as perguntas pro riotgames@ketchum.com.br :);Positivo
@psciarotta Estão preparando pra pegar vc de surpresa :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Um deles seria poder fazer 100000 desejos hehehehe :) https://t.co/w6jPwGhLNa;Positivo
Das coisas que eu não faço mais: discutir online :D;Positivo
E eu faço parte do outro grupo que não faz nada :)) https://t.co/Cs82EngHVz;Positivo
Eu dando conselhos as minhas amigas héteros : fica com mulher que é melhor :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Saúde, paz e justiça :) https://t.co/OnVQwy9cZK;Positivo
Bora treinar uns pokemons juntos :D https://t.co/ZlDvehFtO1;Positivo
Ia acabar de ver arrow mas o pc não está a dar :);Positivo
Eu contribui e se você quiser pode doar qualquer valor que já vai ajudar! Compartilha ai :) https://t.co/HBfEamNAmU;Positivo
@GiovanaCunha20 Pelo menos vc tem eu amiga :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — Ter infinitos desejos :) https://t.co/gp1WL3nXtl;Positivo
Não sei se é assim que pretendes voltar a ter a minha confiança, mas digo-te já que vais num mau caminho :)) and I don't really care idgf;Positivo
não sei se to + brava ou + estressada ou + triste :);Positivo
Se você encontrasse um gênio da lâmpada, quais seriam seus 3 desejos? — - ir ao Canadá e ao Brasil - voltar á alguns tempos atrás - ser feliz :))) https://t.co/xgau0FzFDq;Positivo
Boa já arranjei planos, parece que alguém vai sair 2 noites a guarda :)));Positivo
É que nem para mim sou boa :);Positivo
Sábado dia 25 de agosto eu estarei com o ouro da @quantaacademiadeartes com quadrinhos, adesivos e posters! A Quanta fica pertinho do metro Ana Rosa, e é lá que atualmente dou aulas de pintura! Fui e continuo sendo aluna :) a casa me proporcionou tanta c… https://t.co/xu4ZknwSet https://t.co/RYEEmeZuXg;Positivo
As vezes eu acho que esqueço como o meu sorriso é bonito. Nada como uma egoselfie perdida aqui na galeria pra me lembrar :) https://t.co/WZyzi3r4bt;Positivo
@CarolFocesi @piigimenez @beel_alves_ KKKKK brincadeira kendra vamos sim :);Positivo
Sigam o canal Camila :) https://t.co/eURG3NYuvG;Positivo
@ielison_ Brigada. :) ??;Positivo
@_gabrieelllaaa_ Não penses like that, seriously You are o oposto disso :));Positivo
@lorran_lopes2 @Thay_Limaverde @mundoapplebra @dgadelha_ Aconteceu comigo, perdi o celular mas ainda tenho a chave, os 17 carregador, a caixa... Tô contente em saber q venci na vida, nossa, olha :);Positivo
e eu posso simplesmente seguir minhas ideologias do meu jeito :))))))))));Positivo
dá vontade de colocar um louvor bem alto pro bairro escutar só pro vizinho ser evangelizado :P kkkk https://t.co/7hbAEoXd9M;Positivo
@_allinycosta Aaaaa, arrasou! Quando eu crescer quero ter esse nível de dedicação :);Positivo
vc n me deu feliz aniversário :D — eu nem vejo, malsss! https://t.co/VmWPGamrX6;Positivo
eu escolhi... escolhi quem mesmo, produção? :D https://t.co/t6fweun6Rr;Positivo
eu tava pensandoe eu percebi q eu faço meio q a msm coisa q o Jiraya faz em relação a pessoa q ele ama.. q loko ksksksks agr falta eu morrer com uns pedaco de metal nas minhas costela traseira :);Positivo
hoje eu me senti mais útil que o normal... além de trabalhar fui na minha mãe, ajudei ela e a minha avó com minha irmã, fiz mercado, sacolão e farmácia pra elas... de quebra ainda deu pra dar um beijo de boa noite na digníssima :);Positivo
@_millalena_ AFF GRITAAAAAAAAA caralhoooo, mas do mesmo jeito eu vou colar com vocês e fds... :));Positivo
@Camila_Cabello hey te amo :D;Positivo
@midiariaCom @magazineluiza Obrigado por compartilharem :);Positivo
Galera, tô reativando meu canal no YouTube (https://t.co/8EL6L9CJbe) e postando alguns vídeos de matérias que fiz ao longo dos últimos anos. Se tiver de bobeira, entra lá e se inscreve, depois clica no "sino" pra receber as notificações. :);Positivo
To me sentido muito mal pq dormi umas 15 horas straight tlg, aí meio q perdi o dia todo pq agora já é noite :p;Positivo
Alguém para ter deep talks? Ahaha dm :);Positivo
@julianavidal111 eu não sou o james arthur, mas posso cantar para ti até adormeceres :));Positivo
Unico pais do mundo onde um preso ladrao e condenando em 2 instancia lidera uma pesquisa. Pais do ipobe :);Positivo
Baixando audio livro do Senhor dos Anéis para ouvir enquanto ajeito umas coisas :);Positivo
@beatrizmunz Faço trabalhos e tarefas de graça, posso fazer pra ti, é só mandar o que precisa que eu faço enquanto vc relaxa :);Positivo
Mt bom amigo, agora passava :) https://t.co/SHEy7uZthh;Positivo
@Layrolla o pedido do wpp :);Positivo
@pacita_dulce lindo :);Positivo
@MaarshmaIIow VOCE E CORNO :D KKKKKKKKKKKKKKKKK;Positivo
Achava q tinha parado de me machucar mas descobri q tenho feito isso faz anos com um vicio novo :);Positivo
